,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Funded_year,Founded_before_2014
2278,Zetwerk,2018.0,Bangalore,Manufacturing,Provides facilities to get products manufactured.,"Amit Acharya, Srinath Ramakkrushnan","Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",32000000.0,Series B,2019,False
2279,Observe.AI,2016.0017647330476,Bangalore,AI,Creates a voice AI platform,Swapnil,Scale Venture Partners,26000000.0,Series A,2019,False
2280,Freshokartz,2016.0,Jaipur,E-marketplace,Online fruits and vegetables delivery company,Rajendra Lora,ThinkLab,150000.0,Pre series A,2019,False
2281,Lil’ Goodness and sCool meal,2016.0017647330476,Bangalore,Food & Nutrition,It empowers moms to provide the best of foods to their Lil' ones,unknown,"Sajan Pillai, Muthu Krishnan,",400000.0,Series A,2019,False
2282,Trell,2016.0,Bangalore,Social Media,Blogging platform that enables people to create visual collections of their travel and local experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2000000.0,Pre series A,2019,False
2283,VMate,2016.0017647330476,India,Media & Entertainment market,A short video platform,unknown,Alibaba,100000000.0,Series A,2019,False
2284,Bombay Shirt Company,2012.0,Mumbai,E-commerce,Online custom shirt brand,Akshay Narvekar,Lightbox Ventures,8000000.0,Series A,2019,True
2285,Slintel,2016.0,India,SaaS,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",Deepak Anchala,Stellaris Ventures,1500000.0,Series A,2019,False
2286,MyGameMate,2016.0017647330476,Bangalore,E-Sports,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,Parshavv Jain& Raju Kushwaha,"Jindagi Live Angels,",100000.0,Series A,2019,False
2287,Afinoz,2016.0017647330476,Noida,Fintech,Online financial marketplace for customized rate quotes on loans and investment products in India,Rachna Suneja,Fintech innovation lab,8000000.0,Series A,2019,False
2288,Rein Games,2016.0017647330476,Noida,Technology,"It develops, publishes and distributes games across various platforms","Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta","Manipal Education and Medical Group (MEMG) family office, Titan Capital",50000000.0,Pre series A,2019,False
2289,Ecozen,2016.0017647330476,Pune,AgriTech,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,"Devendra Gupta, Prateek Singhal, Vivek Pandey",Innovation in Food & Agriculture Fund (IFA Fund),6000000.0,Series A,2019,False
2290,Box8,2011.0,Mumbai,Foodtech,Enables to order food online,"Amit Raj, Anshul Gupta",Trifecta Capital,120000000.0,Series A,2019,True
2291,Awign Enterprises,2016.0,Bangalore,HR Tech,It supplies workforce to the economy,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",4000000.0,Series A,2019,False
2292,Purplle,2012.0,Mumbai,Cosmetics,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Goldman Sachs,30000000.0,Series C,2019,True
2293,Freightwalla,2017.0,Mumbai,B2B,Provides digital platform for businesses to plan and manage their international freight shipments online,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital",4000000.0,Series A,2019,False
2294,TapChief,2016.0,Bangalore,Ed Tech,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,"Shashank Murali, Binay Krishna, Arjun Krishna",Blume Ventures.,1500000.0,Pre series A,2019,False
2295,eJOHRI,2015.0,Mumbai,Jewellery,Omnichannel marketplace for gems and jewellery,"Jignesh Mehta, Shailen Mehta",Rajesh Ranavat,1000000.0,Pre series A,2019,False
2296,Ninjacart,2015.0,India,B2B Supply Chain,"It connects producers of food directly to retailers, restuarants and service providers.","Thirukumaran Nagarajanin, Vasudevan Chinnathambi","Walmart, Flipkart",8000000.0,Series A,2019,False
2297,Binca Games,2014.0,Mumbai,Games,It offers games that are available across India and UK.,"Rubianca Wadhwa, Sahil Wadhwa",Sunil Gavaskar,8000000.0,Series A,2019,False
2298,KredX,2016.0017647330476,Bangalore,FinTech,Invoice discounting platform,Manish Kumar,Tiger Global Management,26000000.0,Series B,2019,False
2299,m.Paani,2016.0017647330476,Mumbai,Ecommerce,It digitizes and organises local retailers,Akanksha Hazari,"AC Ventures, Henkel",5500000.0,Series A,2019,False
2300,Origo,2010.0,Gurugram,AgriTech,It provides post-harvest management services for agricultural commodities,"Mayank Dhanuka, Sunoor Kaul","Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",6800000.0,Series A,2019,True
2301,WishADish,2016.0017647330476,Delhi,Food & tech,Provides management solution for restaurants,"Sawan Kumar, Bhavya Bhambhani",Undisclosed,6000000.0,Series A,2019,False
2302,Ecom Express,2012.0,Gurugram,Logistics,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,"Krishnan, Manju Dhawan, K Satyanarayana, Sanjeev Saxena",CDC Group,36000000.0,Series A,2019,True
2303,Stanza Living,2017.0,Delhi,Accomodation,Provides comfortable and secure accomodation for students,"Sandeep Dalmia, Anindya Dutta",Alteria Capital,5700000.0,Series A,2019,False
2304,PiBeam,2016.0017647330476,Chennai,Automotive tech,It is engaged in building sustainable and affordable micro-mobility electric vehicles,Visakh Sasikumar,GAIL (India) Ltd,50000000.0,Series A,2019,False
2305,Euler Motors,2016.0017647330476,Delhi,Automotive tech,It is offering mobility as a service,Saurav Kumar,"Blume Ventures, Emergent Ventures",2000000.0,Series A,2019,False
2306,Moms Co,2016.0017647330476,New Delhi,E-commerce,It is into mother and baby care-focused consumer goods,Malika Sadani,"Saama Capital, DSG Consumer Partners",5000000.0,Series B,2019,False
2307,Cubical Labs,2013.0,India,IoT,Home automation solution provider,"Dhruv Ratra, Swati Vyas",Rockstud Capital,8000000.0,Series B,2019,True
2308,Lawyered,2015.0,Delhi,Legal tech,It helps to connect to legal advise online,"Ashish Bhatia, Himanshu Gupta","Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",100000.0,Series A,2019,False
2309,Cuemath,2013.0,Bangalore,Edtech,It helps students to learn math online,Manan Khurma,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",5500000.0,Series A,2019,True
2310,Licious,2015.0,Bangalore,Food,Online meat shop,"Vivek Gupta, Abhay Hanjura",Vertex Ventures,25000000.0,Series D,2019,False
2311,Nivesh.com,2016.0,Noida,Mutual Funds,The platform simplifies the process of investment,"Anurag Garg, Sridhar Srinivasan",Windrose Capital,600000.0,Series A,2019,False
2312,Zebu,2015.0,India,Cybersecurity,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",Team of Waterloo-based software developers,Undisclosed,4000000.0,Seed round,2019,False
2313,Smart Institute,2016.0017647330476,Surat,Edtech,A platform to learn online,unknown,HNI investors,1500000.0,Series A,2019,False
2314,CarDekho,2008.0,Jaipur,Automobile,Enables people to buy and sell new/old cars.,Amit Jain,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",70000000.0,Series D,2019,True
2315,Shadowfax,2015.0,Bangalore,Logistics,A platform for delivery services,"Abhishek Bansal, Vaibhav Khandelwal","Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",60000000.0,Series D,2019,False
2316,Credr,2014.0,Mumbai,Automobile,A marketplace to buy and sell used bikes and scooters,Mittal,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",6000000.0,Series A,2019,False
2317,Sportido,2015.0,Noida,Sports,It is a sports discovery app that helps to find people and places to play 700+ sports,"Neeraj Aggarwala, Akhil Ramachandran","Inflection Point Ventures, SucSEED Venture Partners.",8000000.0,Series B,2019,False
2318,Phable,2018.0,India,Healthtech,"It creates an engagement loop between doctors, hospitals, and patients via its app",Sumit Sinha,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",220000.0,Series A,2019,False
2319,Sarva,2016.0017647330476,Chennai,Yoga & wellness,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,"Venture fund, Fireside Ventures.",2800000.0,Series A,2019,False
2320,IndyFint,2019.0,Bangalore,Virtual Banking,"It helps lenders to directly provide short-term loans to merchants, employees, and students",Paddy Padmanabhan,Saravanan Adiseshan,2100000.0,Series A,2019,False
2321,Zolostays,2015.0,India,Accomodation,It offers affordable housing apartments to young professionals and students,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry",Trifecta Capital,7000000.0,Series A,2019,False
2322,Ola,2010.0,Bangalore,Transportation,It enables one to book cab online,"Bhavish Aggarwal, Ankit Bhati","Kia Motors, Hyundai",311000000.0,Series A,2019,True
2323,Zoomcar,2013.0,Bangalore,Transport & Rentals,A car rental service platform,"Greg Moran, David Back",Zoomcar Inc,4800000.0,Series A,2019,True
2324,Kratikal,2016.0017647330476,Uttar pradesh,Technology,Provides cyber security solutions,Pavan Kushwaha,"Gilda VC, Art Venture, Rajeev Chitrabhanu",1000000.0,Pre-series A,2019,False
2325,Froogal,2016.0017647330476,Hyderabad,Marketing & Customer loyalty,A cloud based Customer Loyalty & Engagement Platform,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors,1000000.0,Pre series A,2019,False
2326,Infra.Market,2016.0017647330476,Mumbai,Infratech,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing","Aaditya Sharda, Souvik Sengupta","Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala",20000000.0,Series A,2019,False
2327,Oyo,2013.0,Gurugram,Hospitality,Provides rooms for comfortable stay,Ritesh Agarwal,"MyPreferred Transformation, Avendus Finance, SoftBank",693000000.0,Series A,2019,True
2328,GoMechanic,2016.0,Delhi,Automobile & Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,5000000.0,Series B,2019,False
2329,Spinny,2015.0,Delhi,Automobile,Online car retailer,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta","Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",50000000.0,Series A,2019,False
2330,Ess Kay Fincorp,2016.0017647330476,Rajasthan,Banking,Organised Non-Banking Finance Company,Rajendra Setia,"TPG, Norwest Venture Partners, Evolvence India",33000000.0,Series A,2019,False
2331,TheCollegeFever,2016.0017647330476,"Bangalore, Karnataka, India","Brand Marketing, Event Promotion, Marketing, Sponsorship, Ticketing","TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",Unknown,Unknown,250000.0,Seed,2018,False
2332,Happy Cow Dairy,2016.0017647330476,"Mumbai, Maharashtra, India","Agriculture, Farming",A startup which aggregates milk from dairy farmers in rural Maharashtra.,Unknown,Unknown,40000000.0,Seed,2018,False
2333,MyLoanCare,2016.0017647330476,"Gurgaon, Haryana, India","Credit, Financial Services, Lending, Marketplace",Leading Online Loans Marketplace in India,Unknown,Unknown,65000000.0,Series A,2018,False
2334,PayMe India,2016.0017647330476,"Noida, Uttar Pradesh, India","Financial Services, FinTech",PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,Unknown,Unknown,2000000.0,Angel,2018,False
2335,Eunimart,2016.0017647330476,"Hyderabad, Andhra Pradesh, India","E-Commerce Platforms, Retail, SaaS",Eunimart is a one stop solution for merchants to create a difference by selling globally.,Unknown,Unknown,8000000.0,Seed,2018,False
2336,Hasura,2016.0017647330476,"Bengaluru, Karnataka, India","Cloud Infrastructure, PaaS, SaaS","Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",Unknown,Unknown,1600000.0,Seed,2018,False
2337,Tripshelf,2016.0017647330476,"Kalkaji, Delhi, India","Internet, Leisure, Marketplace",Tripshelf is an online market place for holiday packages.,Unknown,Unknown,16000000.0,Seed,2018,False
2338,Hyperdata.IO,2016.0017647330476,"Hyderabad, Andhra Pradesh, India",Market Research,Hyperdata combines advanced machine learning with human intelligence.,Unknown,Unknown,50000000.0,Angel,2018,False
2339,Freightwalla,2016.0017647330476,"Mumbai, Maharashtra, India","Information Services, Information Technology",Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,Unknown,Unknown,8000000.0,Seed,2018,False
2340,Microchip Payments,2016.0017647330476,"Bangalore, Karnataka, India",Mobile Payments,Microchip payments is a mobile-based payment application and point-of-sale device,Unknown,Unknown,8000000.0,Seed,2018,False
2341,BizCrum Infotech Pvt. Ltd.,2016.0017647330476,"Delhi, Delhi, India","B2B, Shoes",Building Transactionary B2B Marketplaces,Unknown,Unknown,8000000.0,Seed,2018,False
2342,Emojifi,2016.0017647330476,"Bengaluru, Karnataka, India",Internet,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",Unknown,Unknown,8000000.0,Seed,2018,False
2343,Flock,2016.0017647330476,"India, Asia","Apps, Collaboration, Developer Platform, Enterprise Software, Messaging, Productivity Tools, Video Chat",Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,Unknown,Unknown,8000000.0,Seed,2018,False
2344,Freshboxx,2016.0017647330476,"Hubli, Karnataka, India",Food Delivery,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",Unknown,Unknown,8000000.0,Seed,2018,False
2345,Wide Mobility Mechatronics,2016.0017647330476,"Bangalore, Karnataka, India",Industrial Automation,Wide Mobility Mechatronics is a Private Company limited by Shares,Unknown,Unknown,8000000.0,Seed,2018,False
2346,Pitstop,2016.0017647330476,"Bengaluru, Karnataka, India","Automotive, Search Engine, Service Industry",Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Unknown,Unknown,100000000.0,Seed,2018,False
2347,Mihuru,2016.0017647330476,"Mumbai, Maharashtra, India","Finance, Internet, Travel",Mihuru is an online platform which gives micro loans for air travel .,Unknown,Unknown,150000.0,Seed,2018,False
2348,Fyle,2016.0017647330476,"Bengaluru, Karnataka, India","Accounting, Business Information Systems, Business Travel, Finance, SaaS",Fyle is an intelligent expense management platform for enterprises.,Unknown,Unknown,1100000.0,Seed,2018,False
2349,AppWharf,2016.0017647330476,"New Delhi, Delhi, India","Artificial Intelligence, Product Search, SaaS, Service Industry, Software",Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,Unknown,Unknown,8000000.0,Seed,2018,False
2350,Antariksh Waste Ventures Pvt ltd,2016.0017647330476,"Chennai, Tamil Nadu, India","Internet of Things, Waste Management",Waste Management for Smart Cities,Unknown,Unknown,500000.0,Seed,2018,False
2351,Cogoport,2016.0017647330476,"Mumbai, Maharashtra, India","Air Transportation, Freight Service, Logistics, Marine Transportation",Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,Unknown,Unknown,6000000.0,Series A,2018,False
2352,PaisaDukan,2016.0017647330476,"Mumbai, Maharashtra, India",Financial Services,A P2P lending marketplace platform,Unknown,Unknown,650000.0,Seed,2018,False
2353,Sleepy Owl Coffee,2016.0017647330476,"New Delhi, Delhi, India",Food and Beverage,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",Unknown,Unknown,35000000.0,Seed,2018,False
2354,BlueJack,2016.0017647330476,"Delhi, Delhi, India",Autonomous Vehicles,Delhi-based online used vehicles marketplace.,Unknown,Unknown,64000000.0,Seed,2018,False
2355,PregBuddy,2016.0017647330476,"Bengaluru, Karnataka, India","Enterprise Software, Health Care, Hospital, Parenting, Personal Health, SaaS",PregBuddy is a smart connected care platform for expecting mothers.,Unknown,Unknown,8000000.0,Seed,2018,False
